id,name,short_url,short_description,price,list_price,original_price,discount,discount_rate,rating_average,inventory_status,inventory_type,is_fresh,seller,is_gift_card,is_gift_card,data_version,brand_id,current_seller_id,current_seller_price,other_seller_id,other_seller_price,category_id,fulfillment_type,amplitude
177746939,Điện Thoại Samsung Galaxy A73 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,https://tiki.vn/product-p177746939.html?spid=177746943,"Samsung Galaxy A73 5G 128GB được xem là sản phẩm nổi bật nhất dòng Galaxy A 2022 mới ra mắt, máy trang bị bộ thông số kỹ thuật ấn tượng về phần hiệu năng, chất lượng màn hình và nổi bật nhất trong số ...",9540000,11990000,11990000,2450000,20,4.7,available,instock,False,,False,3300,177746939,177746939,9540000,177746939,9540000,0,tiki_delivery,False,0,47.7,47.7
